headlines,word_count
nemc chupa plastiki zimeathiri fukwe,5
simba yang’oka mapinduzi,3
mbunge ukonga akamatwa,3
majaliwa aeleza madini yanavyochangia pato taifa,6
ateltico madrid kuiburuza barcelona fifa,5
izzo bizness ashangazwa ‘surprise’ uongozi,5
usalama barabarani sheria imesahau vizuizi watoto safarini,7
taec kutoa elimu nyuklia nanenane,5
mchekeshaji ategemewa rais ukraine,4
uganda crested yatolewa olimpiki,4
ngorongoro miaka minne hakuna tembo faru aliyeuawa,7
maofisa habari wafundwa utoaji habari uchaguzi mitaa,7
mwenyekiti uchangudoa uhalalishwe kuongeza mapato,5
simba uso uso azam mapinduzi cup,6
lugola aonya polisi,3
wachezaji simba wajifua ‘gym’,4
japan wahimizwa kuwekeza afrika mashariki,5
ariana nicki minaj wakanusha ‘bifu’,5
ruvu shooting yasajili wawili wapya,5
mlipuko lori waua mtaa,4
ngasa alalamika wazawa kutotendewa haki yanga,6
ustaa mzigo mzito kweli unaubebaje,5
trump atua uingereza akimshambulia meya london,6
corona yamliza naomi campbell,4
marpc kujadili mbinu mpya kupambana uhalifu,6
rage atia neno hukumu malinzi fifa,6
di maria kuikosa michezo iliyobaki copa america,7
mambo usiyoyajua kuhusu mabestelisa,4
mwakyembe apongeza wamasai kulinda mila,5
osha washauriwa kutumia sheria vizuri,5
tra yasaka wasiotoa risiti wanunuzi wahadharishwa,6
dc akerwa wasichana kunyanyua matiti,5
dj mark tamthilia nje zinaipiku mno bongo movie,8
ripoti yabaini kikwazo elimu mtoto kike,6
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
rushwa ngono vyuoni kujadiliwa,4
kusaga atoboa siri kinachokwamisha nyimbo diamond kupingwa clouds,8
morrison nchimbi mtegoni utaifa,4
simba yafikisha pointi,3
jamii ina wajibu kusaidia mapambano fistula,6
yanga itaendelea kileleni,3
wizara ardhi kupangua watumishi nchi nzima,6
magufuli mzee ngoma shujaa tutamuenzi,5
prezzo dogo janja waingia mafichoni,5
shirika ndege qatar laingia ubia vodacom,6
kmc wamebakishana kidogo irambona,4
takukuru yachunguza vigogo elimu,4
simba kamili shinyanga coastal yaipania prisons,6
james rodriguez barcelona hawatusumbui,4
tcaa yatumia sh bil kuboresha mifumo,6
mchango man city thamani imeshuka,5
dodoma yatenga maeneo vyuo,4
misri yaweka historia,3
wenye uraia nchi mbili kuny’ang’anywa ardhi,6
waliofaulu darasa waenda sekondari,4
aunty ezekiel afunguka kumwagia chozi wema sepetu,7
mikoa yashirikishwa kutumia fursa bomba mafuta,6
lukuvi aokoa eneo brigedia mstaafu jwtz,6
wastaafu walipwa mafao,3
wafanyabiashara wapatiwa elimu kodi ilala,5
walioomba mikopo heslb wapewa wiki,5
mtoto john legend hapendi kupigwa picha,6
odama naogopa msaada masharti,4
jpm azigomea nchi ulaya,4
serengeti boys tayari mapambano gabon,5
tetesi soka ulaya jumapili,4
waogeleaji taifa kuchuana afrika kusini,5
mbunge ccm awafunda wenyeviti vijiji,5
pacquiao atawaachia wafilipino zawadi ushindi leo,6
nguvu kiume kivutio sabasaba,4
wairani kortini kusafirisha heroin,4
rc makonda ‘awakubali’ wafanyakazi kujituma,5
wazazi waajiri mwalimu hesabu wamlipa mshahara,6
serikali yaajiri wahitimu chuo bandari,5
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
rais kenyatta ahutubia bunge wapinzani wasusa,6
hali kimbunga kenneth yawa tete,5
bosi zamani usalama taifa ateta jpm,6
maalim seif ang’oka cuf,4
mashabiki wamliza salman khan,4
molinga avujishiwa siri nzito,4
mamia wajitokeza kumzika mez b,5
mbowe hakuna kulala,3
nusu nchini tegemezi,3
mwantika kuimarisha beki taifa stars,5
magufuli ttcl inahujumiwa,3
wakamatwa mwanza uhalifu,3
semenya ajiunga timu kandanda afrika kusini,6
mabasi vituo kutumia luninga elimu afya,6
msanii baba levo ahukumiwa miezi mitano jela,7
saudi arabia wanawake ruksa kuingia viwanja michezo,7
unhcr yazidi kuiangukia suala wakimbizi burundi,6
jkci kuanza kupandikiza moyo wagonjwa,5
vyombo plastiki vinavyoambukiza saratani,4
nungwi mnarani harakati maendeleo utunzaji kasa,6
mkapa aeleza mambo yaliyoafikiwa marais wastaafu,6
var kutumika mechi simba yanga,5
kocha simba amtetea kessy kuvurunda,5
japan waacha historia kombe dunia,5
wakazi mkoani mwanza washauriwa kulinda makaburi mv bukoba,8
kauli rais magufuli iwe twisheni wanafunzi,6
wazazi watakiwa kuwapa watoto mahitaji muhimu shule,7
prisons yampiga mtu,3
coastal union yatamba kuitoa nishai yanga,6
﻿simulizi mwathirika ukoma alivyonyanyapaliwa ndugu,5
hellen sogia afafanua ‘you are awesome god’,7
yaigomea kenya kujenga mabwawa umeme serengeti,6
tma wananchi wachukue tahadhari,4
mtaalamu ataja kiini kukithiri utapiamlo shinyanga,6
the rock vin diesel wamaliza ‘bifu’ lao,7
serikali yakaribisha viwanda sukari,4
bot yaonya wanaocheza ‘deci mtandaoni’,5
msolla tumeshaanza kutekeleza ahadi zetu,5
bocco ataka kuipa taji azam fc,6
mbarawa ataka dawasa kujenga miradi wenyewe kupunguza gharama,8
wananchi drc wafanya uchaguzi kidemokrasia,5
bulaya amstaafisha wassira siasa,4
makumbusho yatakiwa kujiendesha kibiashara,4
tanesco simiyu yawatoa hofu wananchi utekelezaji maagizo waziri,8
waziri aagiza mradi maji chalinze kupitiwa upya,7
lipumba maalim seif kuhojiwa kamati kuu cuf,7
waziri apigilia msumari wadaiwa sugu tpa,6
‘shetani hana huruma’ anusurika jela,5
wanafunzi waliojeruhiwa wapelekwa marekani,4
wanafunzi tusiime wasaidia wasiojiweza,4
linna… usiigeuze bongo marekani,4
wanawake washauriwa kufanya biashara,4
kagame afrika kuangalia ilikojikwaa,4
ubingwa yanga vpl ndicho kilichoibeba,5
kocha mpya simba aduwazwa bunju,5
mavunde awapa somo viongozi dini,5
msuva wanaonifananisha kichuya wanakosea,4
﻿vietnam yatangaza kumpokea kim jong un,6
dc atoboa siri wasichana kutopata wachumba,6
yanga asilimia,2
crazy gk sina mpango diva… mpenzi wangu,7
pluijm atoa mbinu ushindi rwanda,5
serikali yakanusha kuzuia wasafiri nchini sababu dengue,7
imf yaunga mkono jitihada jpm,5
uhusiano kimapenzi walimu wanafunzi chanzo matokeo mabaya,7
kamati yasaka timu wanawake z’bar,5
rc azuia usafirishaji chakula usiku,5
waziri mkuu ataka halmashauri ziwezeshe vijana vitalu nyumba,8
stars malawi lazima kieleweke cosafa leo,6
mtanzania kuchezesha kombe dunia,4
simba yatua kinshasa kuiwinda as vita,6
simba tukirudi watapata tabu,4
tetesi soka ulaya alhamisi,4
upatikanaji dhahabu upatikanaji dhahabu geita kufuru,6
sera michezo yanukia,3
mfumuko bei wapungua,3
mahakama maboresho utoaji huduma,4
shirikisho soka lagawa tani mchele wachezaji,6
wajitokeza kupima homa ini bure muhimbili,6
nabii ghana ataka kulipwa amfufue kobe bryant bintiye,8
mawaziri waazimia kuondoa njaa eac,5
gor mahia yapania mchezo,4
klopp aambiwa asiwachukulie fc porto leo,6
uingereza yaanza rasmi kujiondoa eu,5
panone yaitangazia maumivu azam,4
mwanamke aolewa wanaume wawili nigeria,5
bmt yapiga ‘stop’ ukodishwaji yanga hisa simba,7
mzee upako waandishi habari hawatakufa bali wataishi,7
ajib kichuya wapewa kazi maalumu,5
wasomi wanena sakata spika cag,5
ag tutaikomboa ndege yetu canada,5
lhrc wanasiasa wamwangukia jpm,4
mbowe jpm akishinda najiuzulu siasa,5
waliochota mabilioni libya wasakwa nchini,5
maabara mkemia mkuu ilivyoleta mabadiliko kanda ziwa,7
sweden yatoa bilioni kuchangia maendeleo,5
‘makocha wakiri ugumu kombe shirikisho’,5
unataka hela kubet leo pita,5
mafuriko yasababisha abiria treni kukwama mazimbu,6
tetesi soka ulaya jumatano,4
vita dawa kulevya kamishna sianga abadilisha gia makonda,8
benki im yatia fora sabasaba,5
kocha simba aapa kufa azam,5
sababu drc kupigia hesabu uanachama eac,6
mugabe atimiza miaka eu ikimwongezea vikwazo,6
chuo marubani kujengwa,3
matamshi tumbili heshima ubaguzi,4
anayekwamisha uchumi viwanda kukiona,4
nyota kilimanjaro queens aita mashabiki chamanzi,6
hall uzembe utaigharimu timu,4
ahmadinejad kuwania urais lran,4
rais yameen akubali kushindwa,4
mashabiki wamchefua djuma,3
tutashinda amunike,2
uhuru akiri raila anamtoa jasho kampeni urais,7
hesabu kali uteuzi mabalozi wapya,5
polisi watawanya mabomu waliotaka kumwona lowassa,6
yanga utaipenda,2
enrique aweka mambo hadharani hispania,5
simba yaangukia pua mtibwa bingwa mapinduzi cup,7
majaliwa anusa ufisadi makaburi ajali moro,6
simba yamkomalia mwakalebela,3
majaliwa aishukuru finland kuisadia kuondokana umasikini,6
ubalozi mpya israel wazaa matunda,5
nas nicki minaj wajianika,4
walimu wafukuzwa kazi,3
yanga safi simba kilio,4
kinana amwagiza chiza kumaliza kero korosho,6
tuna mashaka kutekwa msaidizi membe,5
yanga haizuiliki,2
halmashauri ziwezeshwe kujenga maghala chakula,5
watumishi nida mbaroni wizi,4
‘itakuwa ngumu kurudi ligi mabingwa ulaya’,6
ukweli kuhusu sindano uzazi mpango,5
vigogo halotel waendelea kusota rumande miezi mitatu,7
muziki injili kuiteka nzega jumamosi,5
tantrade yaunganisha kampuni masoko,4
dully walioshindwa kumzika baba wamenihuzunisha,5
kessy aigomea simba,3
benki yazindua huduma kutoa dola marekani kupitia atm,8
jpm haijawahi kutokea,3
msichana chibok akataa kurudi nyumbani,5
serikali yaombwa kuwawezesha wenye vituo usonji,6
samatta awatuliza mashabiki,3
fatma karume amrushia dongo kiaina waziri kigwangalla,7
mahakama zote zaunganishwa mkongo taifa,5
yanga walala viatu,3
rachel atamani kuitwa mama,4
shahidi tulipiga risasi kutawanya chadema,5
sh bilioni kumalizia maboma madarasa zahanati,6
sababu wasichana kuacha shule zabainishwa,5
zitto aomba nafuu mahakama,4
ummy mwalimu aunda kamati kuchunguza upimaji sampuli corona,8
umbo lamkwamisha aki kucheza kikapu,5
tume ushindani yaonya wanaoficha kupandisha bei vifaa kujikinga corona,9
fedha simu salama miezi,4
tamisemi yaongoza rushwa kinondoni,4
kocha carlos dunga atimuliwa,4
simba waenda mbeya,3
kilimo mkataba kuwanufaisha wakulima pamba,5
utata kuhusu maumbile kike,4
mwanri ataka tabora inyonye maziwa,5
pluijm aanika kilichoiua mwadui,4
hotuba upinzani wizara fedha yayeyuka,5
tetesi soka ulaya ijumaa,4
cheyo achambua utendaji jpm,4
stand utd wasikitika kukosa nafasi bora,6
majaliwa aonya rushwa uvunjifu amani uchaguzi mitaa,7
benki nmb yawezesha wakunga muhimbili,5
misri kujiuliza serengeti boys leo,5
magufuli aipa angalizo sekta binafsi,5
mrema huyu waziri awekeze,4
shilole aendeleza urithi mama,4
tib yaunda benki mbili mpya,5
taka hatarishivyuma chakavu kubanwa kanuni mpya,6
who unfpa watoa msaada magari,5
rostand aibeba yanga fa,4
lukuvi ataja mkakati kumaliza migogoro pwani,6
vigogo halotel waendelea kusota rumande miezi mitatu,7
eto’o awa kocha mpya antalyaspor,5
wasomi kauli ‘maagizo juu’ ilikera,5
ud songo yaishtua simba,4
chadema watupwa nje ubunge eala waapa mahakamani,7
jpm kuweka jiwe msingi mradi stiegler’s gorge,7
kubangua korosho,2
pete ndoa nicki minaj usipime,5
wananchi wakaribishwa jukwaa biashara geita,5
tshisekedi aomba msaada sadc kudhibiti ebola kikundi mtn,8
mwimbaji nyimbo injili anayedaiwa kumuua mkewe shoka kortini,8
lukuvi asimamisha maofisa ardhi wanaodaiwa kushirikiana matapeli arusha,8
jpm ligi kuu bara ruksa,5
tigo vodacom wakubaliana usafirishaji fedha,5
paspoti kakobe yazuiwa uhamiaji,4
wabunge wanusa ‘ufisadi’ uhamiaji,4
majaliwa aagiza vigogo mbeya wachunguzwe,5
kusajili laini mwisho kesho,4
diamond awataka wanawake kuwakomalia wanaume kuvaa kondom,7
kocha zahera atishia kuondoka yanga,5
ofisi waziri mkuu watakiwa kujituma,5
wakulima wapate huduma bima,4
bunge lashauriwa kudhibiti deni taifa,5
kmkm wazindukia polisi,3
mkurugenzi akosoa ugawaji vitambulisho jpm,5
balozi ‘cisco’ mtiro kuzikwa kesho dar,6
mechar kiir kutia saini mwisho,5
mkulotuliomba mkopo awamu mbili,4
mfumuko bei taifa wabaki asilimia,5
msabato apewa tuzo somo kiislamu,5
shamsa ford amkana ney mitego,5
diamond adai hana uwezo kumlipa hamisa sh milioni tano,9
wazazi wafundwa,2
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
china yatoa vyerehani wanawake mikoa,5
nyumba jela uharibifu,3
vigogo halotel waendelea kusota rumande miezi mitatu,7
tetesi soka ulaya jumapili,4
bongo ilivyovunja kibabe rekodi uganda jamafest,6
shilole avunja ndoa kisa ukatili mumewe,6
afcon stars kuwavaa algeria manula yondani,6
wanawake wateka bunge rwanda,4
watanzania waishio nje tayari kuleta fedha,6
vyama upinzani vilipaswa mfano,4
dk shein azindua vitambulisho mzanzibari mkaazi,6
takukuru yahoji vigogo jeshi zimamoto,5
wabunge wadai njaa inawanyemelea,4
lhrc yaitaka serikali kurekebisha sheria adhabu kifo,7
sababu kudhibiti ujenzi mji mkongwe zafafanuliwa,6
wakulima wanufaika mbegu kisasa,4
mkurugenzi kizimbani utakatishaji fedha,4
mbinga kupata gari wagonjwa,4
khadija kopa ukimwi utamaliza wasanii,5
putin aunga mkono soko huru asia pasifiki,7
marais afrika wenye damu muziki,5
wakulima wanufaika mbegu kisasa,4
mugabe waliowaua wazungu hawatashtakiwa,4
jukumu kudumisha amani usalama shein,5
watakiwa kutoacha kutumia arvs,4
polisi watumia mabomu kutawanya waandamanaji,5
azealia banks amuomba radhi zayn malik,6
ingekuwa dhambi klopp kukosa taji msimu,6
kocha serengeti boys matumaini kibao,5
takukuru yaokoa sh mil wakulima tumbaku,6
ttb yaanza kutangaza vivutio utalii,5
mahakama kuu yabariki ruzuku lipumba,5
majaliwa arejea azerbaijan,3
serikali yasema haikusudii kuunganisha elimu msingi veta,7
shikalo mnata wamuumiza kichwa zahera,5
kamatakamata wabunge yamwibua lema,4
mpoki nikiachana mwanamke nachukua kitu changu,6
uvuvi wachangia utoro wanafunzi,4
neno ‘nusu kaputi’ lamkera kigogo dar,6
kuondoka neymar pique aomba radhi,5
wcb wamtambulisha zuchu hadija koppa msanii mpya,7
mkandarasi muongo kuadhibiwa,3
bashungwa kichere kuapishwa kesho,4
mbunge kusomesha wasichana form,4
rais steinmeier ammwagia sifa waziri mkuu ethiopia,7
yanga mzuka kona,3
shiiiii huyu ndiye gigy money mpya…,6
bashe aonya kuingiza siasa ununuzi pamba,6
kumalizana kifamilia wanaowapa mimba wanafunzi bado changamoto,7
‘vituo masoko madini vimeongeza mapato’,5
diouf aitoa liverpool ubingwa england,5
njombe watekeleza agizo rais magufuli,5
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
fomu maadili kujazwa kielektroniki,4
yanga yaitunishia msuli simba kuhusu kessy,6
kauli museveni zazua sintofahamu,4
dimpoz amwaga chozi waliomzushia kifo,5
tff kcb wasaini mkataba mpya,5
wizkid hataki kusikia siasa,4
sanchez ozil kuongezewa mikataba arsenal,5
wanaotupa taka dar kubanwa,4
malima awaonya wachezaji yanga,4
mchungaji aitaka mahakama imuhukumu ag,5
boga laua watoto wawili kiteto,5
simba haizuiliki,2
mmiliki mabasi muro apigwa faini m wizi mafuta bandarini,9
mchungaji anapopigwa kumshinikiza aozeshe mtoto,5
simba bado wajivuta ofa mo dewji,6
arsenal yaichapa sunderland nyumbani,4
kenyatta magaidi wamekufa tupo salama,5
majaliwa ataka waislamu waendelee kusaidia jamii,6
tra yakusanya tril miezi mitatu,5
tajiri takukuru ajisalimisha,3
simba yajipanga kuanza kuhesabu mataji,5
walipuliwa kanisani,2
‘kifungo mwamuzi fifa kimetufedhehesha’,4
mbunge aomba bodi kusaidia wakulima,5
fa kuchunguza aguero kufanyiwa vurugu,5
muuza matunda azoa milioni ubashiri matokeo,6
bakwata yaonya watakaovuruga uchaguzi,4
twanga pepeta yajifua uzinduzi,4
ngorongoro heroes kenya vitani leo,5
urambo yahitaji kiwanda asali,4
kizazi kina gabo rammy gallis kimefeli,6
sakata dangote kaa moto,4
lugola ahojiwa,2
takukuru waanza kutoa ushahidi kesi vigogo tff,7
wema arudi uraiani aonywa,4
yanga yaacha watatu,3
familia igunga kunufaika ufugaji kuku,5
mshindi rock city marathon kulamba mil,6
ndoa utotoni tatizo nchini,4
papa aondoa kanuni iliyokuwa inafunika siri kashfa kingono,8
wenger hana mpango kustaafu,4
tra wafanyabiashara lipeni kodi,4
dirisha usajili kufungwa leo,4
uzazi mpango hauchangii ongezeko maambukizi vvu,6
mawaziri a kusini waambukizwa covid,5
chilunda nikijituma sitapata taabu hispania,5
shoo koffi yaamsha mori bendi nchini,6
champions league samatta apangiwa mabingwa liverpool,6
daktari ashauri kupima dna kuoana,5
ummy asema idadi watoto wanaozaliwa nchini inapungua,7
serikali yaahidi ushirikiano wawekezaji china,5
taswa kushiriki michezo arushaali,4
brown whitney amemuita mtoto,4
yanga kibaruani leo taifa,4
wanasayansi wagundua sayari mpya,4
sunday oliseh atoka kapa mkwasa,5
mchanga madini wachafua hali hewa bungeni,6
taifa stars yaanza kuiwinda uganda,5
mufti aonya wasioheshimu bakwata,4
tundu lissu azungumzia kurudi nyumbani mshahara,6
zfa yamfungia vuai mwaka,4
waziri nape nitamlinda mwekezaji efm,5
monalisa awashtua waigizaji kuchangamkia awaffest,5
hans pluijm aweka ngumu yanga,5
pluijm aenda ghana,3
chynna rogers afariki dunia,4
lugola atumbua vigogo,3
nice mnyama wema sepetu mobetto wajipange mondi kiba canada wapo,10
hazardkuondoka chelsea uamuzi mgumu,4
mbet yamwaga bilioni kmc,4
vibali ma rc ma dc vyasitishwa,6
jengo iii jnia litumike kutangaza utalii,6
tma yatoa tahadhari mvua mbili,5
chanzo radi iliyoua wanafunzi,4
mkulima auawa mkuki,3
wawili waula azam,3
nyumba dar kutumia gesi asilia,5
jpm awataka warundi warudi kwao,5
yondani afunguka uwezo lamine moro,5
tetesi soka ulaya jumatano,4
aicc waandaa bonanza skwashi,4
melisa ang’ara airtel trace music stars,6
thabo mbeki atoa somo zito wasomi udsm,7
‘wafichueni wanaodai rushwa ngono’,4
kamati bunge yaridhia mashine maxmalipo,5
mfumuko bei taifa wabaki asilimia,5
kiiza aibua mapya simba,4
daraja tatu zanzibar mfungo,4
mbarawa ataka wanaohujumu maji wasakwe,5
yanga vs prisons leo heshima kisasi,6
kazi bado simba mayanja,4
luis suarez amuomba radhi chiellini,5
singida walivyoikaribisha vpl,3
kibatala ajitoa kesi wema sepetu,5
shilingi milioni zatolewa kuendeleza korosho lindi,6
simba kagera mechi kisasi,4
mazito yaibuka ajali lori mafuta,5
mali bil deci kutaifishwa,4
tadb yaongeza mikopo mazao kimkakati,5
sababu vifo ghafla zatajwa,4
ibrahimovic ajiunga galaxy,3
uganda kuzindua shirika lake ndege aprili,6
haki ikiongezeka itapanda uchumi,4
adaiwa kumuua mkewe kumkaba,4
lango linavyosaidia kuondoa misuguano sekta uziduaji,6
jk magufuli anachukua uenyekiti sadctanzania ikiwa mpya,7
shania awaomba msamaha wamarekani,4
putin afunguka mgogoro korea kaskazini,5
bayern washindwa kufikia rekodi,4
miaka medali olimpiki,3
tanzanite kupambana wakenya,3
ziara rais shein uae zaleta mafanikio,6
udsm kusambaza programu nchi nzima,5
tff yataka ikabidhiwe umitashumta umisseta,5
sharapova abainika kutumia madawa,4
kova humwambii kitu koffi,4
ali kiba afikishwa mahakamani,4
wachina wakutwa mgodini kinyemela,4
wajumbe waitaka bot kusaidia uchumi zanzibar,6
mvua yazidi kupoteza maisha,4
mapacha watatu kuwashukuru bagamoyo,4
magufuli msiwaguse wenye vitambulisho,4
sura zipi kuchuana urais rwanda,5
yanga yashtukia jambo,3
dc msiuze mazao kuyaongezea thamani,5
mkwasa awapa neno yanga,4
wfp kusaka soko mahindi mtama nje,6
waziri mpina ashauri wafugaji kuainisha maeneo malisho,7
shilole avunja ndoa kisa ukatili mumewe,6
mkwasa ‘amlilia’ mrisho ngassa,4
omog kurudisha hadhi simba,4
kocha mbeya city aamini kitaeleweka kibao,6
wauguzi waonywa kutoa lugha chafu wagonjwa,6
wanachuo kortini ulawati,3
kilicho wanyima ubingwa golden states warriors,6
katibu mkuu un amteua mtanzania,5
simba msako wahamia warundi,4
asilimia wazazi hukosea kukata watoto kucha,6
majaliwa awataka wawekezaji kufuata sheria,5
pompeo tutaweka vikwazo mauaji khashoggi,5
vijana wanaotumia dawa kulevya wapatiwa msaada,6
kiungo mbeya city aziita simba yanga,6
polisi yaeleza mtekaji mwanafunzi alivyoangalia filamu,6
ligi daraja kwanza hakuna kulala,5
mwalimu nyerere wakumbushwa kutekeleza majukumu,5
uharibifu nguzo watia hasara mil,5
shein tafiti kisomi ziwafikie walengwa,5
gigy money lulu diva amber lulu… bongo fleva kunani,9
mkazi babayu ajinyonga shambani,4
tba kukamilisha ujenzi hospitali,4
bil zaboresha elimu ualimu,4
mkandarasi ‘tapeli’ abanwa,3
masogange afikishwa mahakamani atuhumiwa kutumia heroin,6
kitwanga aipongeza misungwi kupata hati safi,6
serikali yashushia neema wajawazito watoto,5
video wasafi festival kutikisa leo muleba wasanii watakaounguruma wafunguka,9
jopo maalumu lamhudumia askofu mkuu ruwai’chi,6
